2	3261	5	208
2	5760	112	208
2	2912	2	203
2	2675	50	201
4	3551	63	405
2	3182	58	205
2	3213	33	207
2	2676	45	201
2	2892	24	205
2	3199	31	207
2	3253	46	208
2	2683	43	202
2	2675	51	201
2	3170	15	205
2	2912	1	203
4	3498	17	405
4	1339	19	402
2	2686	1	202
2	3182	8	205
2	3199	53	207
2	3161	30	205
2	2675	53	201
2	3220	96	207
2	3266	127	208
3	8217	7501	318
2	2614	41	203
2	3248	143	208
2	3260	64	208
2	3253	63	208
4	1336	32	402
2	3266	129	208
2	3213	37	207
2	2615	1	203
2	2811	1	205
2	3199	34	207
2	3181	22	205
2	3266	130	208
2	3199	21	207
4	1339	17	402
2	3161	7	205
2	3182	4	205
2	2685	28	202
2	2675	58	201
2	3213	90	207
2	2676	38	201
2	3213	58	207
2	2813	1	205
2	2676	36	201
2	3266	109	208
2	2810	26	205
2	3181	30	205
2	3267	11	208
2	3213	40	207
2	2612	53	203
2	5777	714	208
2	3199	19	207
2	3260	57	208
4	1336	1	402
4	2740	24	405
2	3182	1	205
2	5778	879	208
2	2676	40	201
4	1339	15	402
2	2803	7	205
2	5777	772	208
2	3220	102	207
4	1294	36	402
2	3199	38	207
2	2612	25	203
2	2612	56	203
2	3160	20	205
2	2666	22	201
2	3161	1	205
2	3199	17	207
2	2892	11	205
2	2809	31	205
2	2640	1	203
2	3256	84	208
2	2809	37	205
2	2668	57	203
2	2667	7501	201
2	3213	24	207
2	2675	46	201
2	2811	3	205
2	5777	7501	208
4	1336	12	402
2	3213	51	207
2	5760	100	208
2	2813	9	205
2	2614	19	203
2	3220	110	207
3	8200	7501	318
2	3181	19	205
2	3199	44	207
2	3253	23	208
2	3256	89	208
2	3266	99	208
4	3495	56	405
2	3220	10	207
2	3266	90	208
2	2683	49	202
2	3169	34	205
2	3266	97	208
2	3266	95	208
2	2603	1	202
2	3260	50	208
2	2612	58	203
2	2892	1	205
3	3712	33	316
2	2809	39	205
2	2812	3	205
2	3253	1	208
2	3181	15	205
4	769	7501	401
4	1336	8	402
2	3253	20	208
2	2813	3	205
2	3160	24	205
2	2890	17	205
2	3198	92	207
2	2675	36	201
2	2683	51	202
2	3181	45	205
4	3497	12	405
2	3181	13	205
2	3160	14	205
2	2809	41	205
2	3213	18	207
4	796	21	401
2	2666	7501	201
2	3219	193	207
2	3213	14	207
3	3679	1	316
2	2810	37	205
2	3256	64	208
2	2683	52	202
2	2676	8	201
2	5761	444	208
2	2925	88	203
2	3219	195	207
2	3198	63	207
2	3199	7	207
4	1335	69	402
2	2614	54	203
4	796	19	401
4	1229	178	402
2	2810	20	205
2	2811	7	205
2	2614	11	203
2	3180	13	205
2	3213	12	207
2	3169	43	205
4	1214	7501	402
2	3160	9	205
2	3219	197	207
2	3199	5	207
4	1293	1	402
2	5769	132	208
2	2812	17	205
2	2600	159	201
4	2740	1	405
2	3256	60	208
2	3160	35	205
2	3198	55	207
4	809	5	401
3	3794	1	316
2	3213	11	207
2	3180	16	205
2	2802	37	205
2	2925	90	203
4	3493	7501	405
2	3199	3	207
2	2665	61	201
2	2888	39	204
2	3186	27	205
4	3494	7501	405
2	3181	1	205
2	2614	56	203
3	3679	22	316
2	5755	56	208
2	3220	1	207
2	3198	110	207
2	3213	9	207
2	2802	39	205
2	2903	3	203
2	3180	18	205
2	3212	78	207
4	1335	10	402
2	2639	1	203
4	3486	30	405
2	3219	201	207
2	3199	1	207
2	3169	45	205
2	5780	7501	208
4	809	3	401
3	3679	30	316
2	3160	5	205
4	2322	1	402
4	1338	37	402
2	3198	31	207
2	3186	30	205
2	2809	22	205
4	1335	14	402
2	3213	8	207
3	3471	1	304
2	3180	20	205
4	3486	28	405
2	2675	1	201
2	3256	53	208
2	3219	203	207
2	5755	28	208
2	2612	2	203
2	2811	11	205
2	3212	80	207
2	3256	20	208
4	1338	28	402
2	2674	51	201
2	3198	34	207
2	3213	6	207
2	2812	11	205
2	2674	36	201
2	3186	32	205
4	809	1	401
2	3260	5	208
2	3198	50	207
3	3745	1	316
2	2657	24	201
2	3198	21	207
2	3198	36	207
2	3180	9	205
2	2674	38	201
2	5755	25	208
2	2891	57	205
2	5780	940	208
2	2674	39	201
2	3169	51	205
2	2802	44	205
2	3198	38	207
2	2613	26	203
2	2810	45	205
2	3198	20	207
3	3437	1	304
2	3212	82	207
2	3213	1	207
2	3197	23	207
2	2809	20	205
2	2614	61	203
2	3198	42	207
2	2897	127	203
2	2902	36	203
2	2811	24	205
2	3198	18	207
2	2891	64	205
3	3777	1	316
2	5754	72	208
2	2891	61	205
2	3169	53	205
2	2891	59	205
2	5755	19	208
2	3237	100	207
2	2889	18	204
2	2810	13	205
2	5779	801	208
2	3212	88	207
2	2613	32	203
4	1230	45	402
4	3374	30	405
2	3169	9	205
2	3198	44	207
4	1332	108	402
2	2613	24	203
2	3196	86	205
2	2655	5	201
2	2888	28	204
2	2633	26	203
2	3212	92	207
2	2891	6	205
2	3237	97	207
2	3169	55	205
2	3259	22	208
2	5754	90	208
2	3219	175	207
2	2889	11	204
4	3494	7502	405
2	5779	820	208
2	2810	50	205
2	3219	212	207
2	2802	46	205
2	3212	63	207
2	2610	58	203
2	2665	1	201
2	2889	8	204
2	2889	15	204
2	3237	103	207
2	2633	24	203
3	3628	1	316
2	2889	5	204
2	2674	27	201
3	3448	5	304
2	2674	12	201
4	1333	86	402
2	5705	25	208
2	2897	132	203
2	2895	68	203
2	2657	9	201
2	2889	1	204
2	3259	14	208
2	2802	23	205
4	3464	13	405
2	3209	45	207
2	3237	105	207
4	3374	1	405
2	2804	19	205
2	2610	12	203
2	5769	105	208
2	2613	36	203
3	3760	1	316
2	2910	1	203
2	3240	37	207
2	3259	1	208
2	2674	21	201
2	2804	48	205
2	5754	5	208
2	2633	22	203
2	2809	12	205
2	3169	59	205
2	3198	5	207
3	3437	9	304
2	3237	92	207
2	3196	74	205
2	3196	38	205
2	3237	107	207
2	3197	9	207
4	2734	7501	405
2	5779	815	208
2	5705	36	208
2	3219	216	207
4	3374	3	405
2	2804	17	205
2	2613	17	203
2	2810	1	205
2	3240	44	207
2	2800	68	205
2	2633	20	203
3	8181	7501	318
2	3219	105	207
2	3169	2	205
2	3196	93	205
2	2800	72	205
2	2638	90	203
2	3198	1	207
2	3209	43	207
3	3727	1	316
2	3197	14	207
2	2664	61	201
2	3178	45	205
2	2610	65	203
2	5779	810	208
2	2799	30	205
4	3463	6	405
2	2613	15	203
2	2808	96	205
2	2799	35	205
2	2633	43	203
2	2609	35	203
2	5754	1	208
2	3237	108	207
4	3374	6	405
2	2804	15	205
4	1334	71	402
2	2799	45	205
2	2633	45	203
4	1331	46	402
2	2799	50	205
2	3196	29	205
2	5770	69	208
4	1229	55	402
2	3259	6	208
2	3209	57	207
2	5707	20	208
2	2790	57	204
4	3372	7501	405
2	2807	59	205
2	5953	545	208
2	3197	5	207
2	2804	13	205
2	2609	37	203
2	2633	10	203
4	3492	21	405
2	2790	18	204
2	2809	5	205
2	3178	50	205
2	2802	17	205
2	2804	52	205
3	3617	36	316
4	797	8	401
2	3196	23	205
2	3196	58	205
3	3606	10	316
2	2609	39	203
2	5704	50	208
4	3461	41	405
2	3237	111	207
2	3195	61	205
2	2600	131	201
2	2609	28	203
2	2790	59	204
2	2808	66	205
2	2802	66	205
2	3209	60	207
3	3628	9	316
2	2799	25	205
2	2804	11	205
2	3197	1	207
3	3694	9	316
2	2609	43	203
2	2607	62	203
2	2799	22	205
4	794	11	401
2	5707	40	208
4	1229	39	402
4	1331	41	402
2	3179	31	205
3	3617	25	316
2	2809	1	205
2	5953	240	208
2	3240	11	207
2	2633	4	203
2	5707	13	208
2	3178	55	205
2	2609	46	203
2	2802	68	205
4	2314	1	402
4	2734	1	405
2	3209	65	207
2	2808	62	205
2	3179	41	205
4	1229	34	402
2	5953	230	208
2	2802	14	205
2	2807	56	205
2	3237	67	207
2	3239	73	207
2	2638	1	203
2	3196	56	205
2	2807	67	205
3	3694	14	316
3	8039	7501	318
2	2790	10	204
2	2808	51	205
2	2609	49	203
2	2653	71	201
3	3617	40	316
2	2790	7	204
2	3196	10	205
2	2802	70	205
2	3196	53	205
2	2609	51	203
2	2609	54	203
2	3239	77	207
2	2807	52	205
2	3212	42	207
2	5707	10	208
2	2804	1	205
2	3179	47	205
3	3709	232	316
2	2373	23	203
2	3195	51	205
2	3209	21	207
2	2622	48	203
2	5706	7	208
2	2653	69	201
2	3209	9	207
2	3212	40	207
2	2807	70	205
2	5701	117	208
2	2607	68	203
2	2598	77	201
2	3196	18	205
2	2582	42	201
2	2373	21	203
2	3219	94	207
4	1334	22	402
2	2647	14	201
2	5953	38	208
3	3419	29	304
3	1554	65	316
2	2647	5	201
2	5771	41	208
2	2901	1	203
2	5950	429	208
4	3547	7501	405
2	3239	84	207
2	2609	7501	203
2	2802	5	205
2	3219	228	207
2	2653	80	201
2	2808	12	205
4	1332	21	402
3	8038	7502	318
2	5701	113	208
2	2802	3	205
2	2373	43	203
3	8060	7501	318
4	1111	1	401
2	3195	22	205
2	2653	67	201
2	2798	48	205
2	2622	52	203
2	3179	52	205
2	3212	36	207
2	2802	1	205
2	2607	49	203
4	783	42	401
3	3466	38	304
2	2895	1	203
2	3208	43	205
3	3709	1	316
2	2791	44	204
2	2798	24	205
2	3219	91	207
2	2808	32	205
2	2622	57	203
2	2801	31	205
3	3419	53	304
2	5706	1	208
2	2632	1	203
2	2791	52	204
2	5771	57	208
2	5953	550	208
2	2800	36	205
2	2791	54	204
2	2653	63	201
2	3219	156	207
2	3196	1	205
2	3239	37	207
2	2653	65	201
4	780	40	401
2	3212	31	207
2	2791	17	204
4	2320	12	402
2	2607	72	203
2	3219	88	207
2	2791	18	204
2	2582	61	201
2	2653	61	201
2	2807	41	205
2	2582	34	201
2	3179	57	205
2	3218	52	207
2	5703	192	208
2	2607	47	203
2	2622	40	203
2	2653	59	201
4	1332	26	402
2	2373	6	203
2	3219	86	207
2	2653	57	201
2	2653	53	201
2	3208	48	205
4	1228	40	402
2	5950	406	208
2	3239	31	207
3	8058	7501	318
2	5771	7501	208
2	2800	28	205
4	1228	38	402
2	2646	36	201
2	2582	30	201
4	828	74	401
2	3195	16	205
3	8024	7501	318
4	807	7501	401
3	3413	41	304
2	2654	2	201
2	2808	9	205
2	3212	28	207
3	8038	7501	318
3	3709	30	316
2	3219	82	207
4	1334	13	402
4	1228	32	402
2	2791	40	204
2	2582	26	201
3	1436	28	316
2	3218	54	207
2	5703	197	208
3	8036	7501	318
3	3590	50	316
2	2801	13	205
3	1543	49	316
2	2807	35	205
2	2607	38	203
3	3726	13	316
2	2807	16	205
2	3208	15	205
2	2646	38	201
2	2801	18	205
2	3212	26	207
2	3195	12	205
4	1332	7501	402
2	5759	573	208
3	3424	35	304
2	2582	22	201
2	2643	42	201
2	2608	19	203
2	2791	5	204
3	3709	32	316
3	3616	1	316
2	5703	186	208
2	3208	19	205
2	3265	1	208
2	2829	62	205
2	5771	20	208
2	5700	87	208
3	3435	28	304
2	2608	33	203
2	3195	104	205
2	3219	232	207
2	2646	39	201
2	2829	42	205
2	2608	32	203
2	2806	33	205
2	2637	7501	201
2	2608	22	203
2	5703	203	208
2	2653	1	201
2	3212	21	207
2	2807	22	205
2	2390	24	203
2	2581	24	201
2	2607	34	203
2	3218	58	207
2	3239	4	207
2	2805	51	205
2	2829	63	205
2	2581	26	201
2	2372	41	203
2	2800	19	205
2	2607	78	203
2	5703	183	208
2	5764	7501	208
2	2581	28	201
2	2643	47	201
2	2800	13	205
2	2801	1	205
4	808	63	401
3	3461	36	304
2	5946	52	208
2	2797	39	205
2	3225	118	207
2	2797	41	205
2	2797	42	205
2	2636	26	201
4	1208	10	402
2	3194	31	205
2	3207	56	205
2	2797	44	205
2	3219	55	207
2	3218	24	207
2	5950	430	208
2	2807	27	205
3	3466	20	304
2	2829	68	205
4	794	34	401
4	2319	10	402
2	2829	35	205
4	1132	36	401
2	3212	15	207
2	5703	209	208
4	1333	43	402
2	3225	120	207
2	5703	179	208
2	5764	642	208
2	2622	5	203
2	3207	58	205
2	2805	56	205
2	2581	22	201
2	2621	1	203
2	3218	64	207
2	2372	11	203
4	1132	44	401
2	5708	7501	208
2	3237	133	207
2	2630	51	201
3	1436	18	316
4	2313	7501	402
4	3371	7501	405
3	3461	32	304
3	3457	1	304
2	3225	121	207
2	2792	14	204
2	2372	9	203
2	2636	36	201
3	1535	14	316
2	3218	65	207
2	2792	18	204
2	2800	4	205
3	1436	36	316
2	2643	60	201
2	2636	37	201
